class_name,domain,channel,mean_over_time,std_over_time,range,argmax_date,argmin_date,n_parcels
corn,DK1,channel_0,0.03689151084993997,0.014465307793702956,0.059702101886973634,2017-08-26,2017-08-23,4047
corn,DK1,channel_1,0.03281075805543016,0.013786806901294385,0.05648028576954652,2017-08-26,2017-08-23,4047
corn,DK1,channel_2,0.0330522065443712,0.014930500754830137,0.062523304407405,2017-08-26,2017-08-23,4047
corn,DK1,channel_3,0.048531104914768156,0.015247352967847856,0.06264857716510608,2017-07-17,2017-11-06,4047
corn,DK1,channel_4,0.03584769912077055,0.014472426169638567,0.059520091402375706,2017-08-26,2017-08-23,4047
corn,DK1,channel_5,0.04499147588760254,0.014753711543045498,0.05933926113904045,2017-06-22,2017-11-06,4047
corn,DK1,channel_6,0.05017814108557216,0.016133532861671677,0.06484584921742852,2017-06-22,2017-11-06,4047
corn,DK1,channel_7,0.05286037895274913,0.016346102169884316,0.06621772508117164,2017-06-22,2017-11-06,4047
corn,DK1,channel_8,0.03299251461421478,0.011449572274734528,0.05549243249887399,2017-06-22,2017-12-16,4047
corn,DK1,channel_9,0.023939510321519364,0.009375950035781552,0.04052826178819096,2017-06-22,2017-12-16,4047
spring_barley,DK1,channel_0,0.03861129053719829,0.014123798630790399,0.06521491220243385,2017-08-26,2017-07-19,13838
spring_barley,DK1,channel_1,0.034582555468045874,0.013498191233433057,0.062358252114465475,2017-08-26,2017-11-06,13838
spring_barley,DK1,channel_2,0.035125075761532495,0.01469160335206088,0.06923044932807243,2017-08-26,2017-11-06,13838
spring_barley,DK1,channel_3,0.050210037481322495,0.014316958560236357,0.06008350240962704,2017-07-02,2017-03-24,13838
spring_barley,DK1,channel_4,0.038410946300638335,0.013879604645742604,0.0637963162821154,2017-08-26,2017-11-06,13838
spring_barley,DK1,channel_5,0.047136685648572714,0.013932634766873989,0.06161051511075045,2017-08-26,2017-03-24,13838
spring_barley,DK1,channel_6,0.0518004911135465,0.01520481393072705,0.0651466395396289,2017-06-22,2017-03-24,13838
spring_barley,DK1,channel_7,0.05484908778742914,0.015319620364976435,0.06590420584358139,2017-06-22,2017-03-24,13838
spring_barley,DK1,channel_8,0.03465666456103567,0.01038014406573863,0.04996530700236035,2017-09-25,2017-12-16,13838
spring_barley,DK1,channel_9,0.024978661016019935,0.008548346186475927,0.039055243939940115,2017-09-25,2017-12-16,13838
meadow,DK1,channel_0,0.03753614355914019,0.014176649793448893,0.060453725621706395,2017-08-26,2017-08-23,12676
meadow,DK1,channel_1,0.03377126223134153,0.013455653949836967,0.05776980080056521,2017-08-26,2017-11-06,12676
meadow,DK1,channel_2,0.03303605532647283,0.015003920553937762,0.06466817592713424,2017-08-26,2017-11-06,12676
meadow,DK1,channel_3,0.05514687661834455,0.012341519929899342,0.054471976147443486,2017-06-22,2017-11-21,12676
meadow,DK1,channel_4,0.03751422881248863,0.013801035605497844,0.05928565334623418,2017-08-26,2017-11-06,12676
meadow,DK1,channel_5,0.05073707241716696,0.012374947298265646,0.05184004315782776,2017-06-22,2017-11-21,12676
meadow,DK1,channel_6,0.05671598228989234,0.01315522006052213,0.059289018452528416,2017-06-22,2017-11-21,12676
meadow,DK1,channel_7,0.060338318536579554,0.01323644209465201,0.06219847832691056,2017-06-22,2017-11-21,12676
meadow,DK1,channel_8,0.03391263243872853,0.010413597788132714,0.0548602528689487,2017-06-22,2017-12-16,12676
meadow,DK1,channel_9,0.023088007594092425,0.008246380086438356,0.039083763542854706,2017-06-22,2017-12-16,12676
winter_wheat,DK1,channel_0,0.038927573650268735,0.014513657564138027,0.06181901110869112,2017-08-26,2017-03-24,9860
winter_wheat,DK1,channel_1,0.034638697701654834,0.013951615736822895,0.05964979283082544,2017-08-26,2017-03-24,9860
winter_wheat,DK1,channel_2,0.034948666718577125,0.015333962387193185,0.06543350085103872,2017-08-26,2017-03-24,9860
winter_wheat,DK1,channel_3,0.049198200529843694,0.01471056408863471,0.06504835681930775,2017-06-22,2017-08-23,9860
winter_wheat,DK1,channel_4,0.03796714275605857,0.0144169827508365,0.059788754533946734,2017-08-26,2017-11-06,9860
winter_wheat,DK1,channel_5,0.04642097062942782,0.014135709794224625,0.06287792688929089,2017-06-22,2017-08-23,9860
winter_wheat,DK1,channel_6,0.0510340192412314,0.015512233464911134,0.07060705137380312,2017-06-22,2017-08-23,9860
winter_wheat,DK1,channel_7,0.0536823882503213,0.015768243471476054,0.0715859981076988,2017-06-22,2017-08-23,9860
winter_wheat,DK1,channel_8,0.03422133099104605,0.010186989803759962,0.053477262176715605,2017-06-22,2017-12-16,9860
winter_wheat,DK1,channel_9,0.02449369375263945,0.008127241418765465,0.041905235763042885,2017-08-26,2017-12-16,9860
winter_rapeseed,DK1,channel_0,0.03905391942320665,0.014624937151441145,0.06386275618575926,2017-08-26,2017-03-24,2917
winter_rapeseed,DK1,channel_1,0.03509907764166518,0.013999358157347689,0.06144440325655318,2017-08-26,2017-03-24,2917
winter_rapeseed,DK1,channel_2,0.03517765030931635,0.015443661362324026,0.06821445029350057,2017-08-26,2017-03-24,2917
winter_rapeseed,DK1,channel_3,0.052142314241833236,0.01548609539967023,0.0694007699333729,2017-06-22,2017-11-06,2917
winter_rapeseed,DK1,channel_4,0.038916307322399146,0.014364403385766588,0.062088691818352165,2017-08-26,2017-11-06,2917
winter_rapeseed,DK1,channel_5,0.049244391721399564,0.01465162045455269,0.0674515747075447,2017-06-22,2017-11-06,2917
winter_rapeseed,DK1,channel_6,0.05399636567353169,0.016280196724543713,0.07480958067685649,2017-06-22,2017-11-06,2917
winter_rapeseed,DK1,channel_7,0.05681342196388305,0.0165577053469882,0.07654697819131541,2017-06-22,2017-11-06,2917
winter_rapeseed,DK1,channel_8,0.0337232509179289,0.01064748845219957,0.05459291702110391,2017-06-22,2017-12-16,2917
winter_rapeseed,DK1,channel_9,0.02416981480287778,0.008382597947773284,0.042153875922202176,2017-08-26,2017-12-16,2917
unknown,DK1,channel_0,0.03838094116843901,0.014594475068933665,0.06634096660614971,2017-08-26,2017-08-23,6413
unknown,DK1,channel_1,0.03425499024463392,0.014092299867632156,0.06371742398089422,2017-08-26,2017-11-06,6413
unknown,DK1,channel_2,0.034259440054565785,0.01540694866762705,0.06990543858871508,2017-08-26,2017-11-06,6413
unknown,DK1,channel_3,0.05122445945345159,0.014541572013434345,0.059361985998813926,2017-07-17,2017-11-06,6413
unknown,DK1,channel_4,0.03772454208991458,0.014654885849442668,0.0656245810075468,2017-08-26,2017-11-06,6413
unknown,DK1,channel_5,0.047790495843596736,0.014476625531552443,0.06160376958554206,2017-08-26,2017-11-06,6413
unknown,DK1,channel_6,0.052723202944312555,0.015424682741777183,0.06372227956947388,2017-08-26,2017-11-06,6413
unknown,DK1,channel_7,0.055892051498167325,0.015449657325776784,0.06299785144558469,2017-08-26,2017-11-06,6413
unknown,DK1,channel_8,0.03360834976612244,0.01082370060594391,0.04907367308609763,2017-09-25,2017-12-16,6413
unknown,DK1,channel_9,0.02391931465552494,0.008583601497341466,0.03790375910149813,2017-09-25,2017-12-16,6413
winter_barley,DK1,channel_0,0.03947651358047434,0.014180219043095238,0.0656374083291357,2017-08-26,2017-03-24,3738
winter_barley,DK1,channel_1,0.03550705004153641,0.013494763876502003,0.06177147105617207,2017-08-26,2017-03-24,3738
winter_barley,DK1,channel_2,0.035714668979462086,0.015117072787373198,0.0694263518985796,2017-08-26,2017-03-24,3738
winter_barley,DK1,channel_3,0.05282930532123445,0.012310350136270916,0.0565859259444662,2017-06-22,2017-08-23,3738
winter_barley,DK1,channel_4,0.039436425625715615,0.013865748711210497,0.062066968303441314,2017-08-26,2017-11-06,3738
winter_barley,DK1,channel_5,0.04973165215818839,0.01212560710482393,0.05850165378960073,2017-08-26,2017-08-23,3738
winter_barley,DK1,channel_6,0.054644891518384336,0.012960586784165725,0.06155286559358492,2017-06-22,2017-08-23,3738
winter_barley,DK1,channel_7,0.05766296530792865,0.013174172612453159,0.06282357134858438,2017-06-22,2017-08-23,3738
winter_barley,DK1,channel_8,0.035360750514070435,0.010717349950374242,0.05230345079607366,2017-08-26,2017-12-16,3738
winter_barley,DK1,channel_9,0.02516202604790637,0.008506922551278598,0.04183842102074164,2017-08-26,2017-12-16,3738
winter_rye,DK1,channel_0,0.03879147966152959,0.014272605829293367,0.062464479041256155,2017-08-26,2017-03-24,3856
winter_rye,DK1,channel_1,0.03470039660870366,0.013633848239148504,0.05966935962558291,2017-08-26,2017-03-24,3856
winter_rye,DK1,channel_2,0.03502030312314096,0.014972294979700306,0.06583910784068428,2017-08-26,2017-03-24,3856
winter_rye,DK1,channel_3,0.049919334477142016,0.013855816085179289,0.05845793633128747,2017-06-22,2017-11-06,3856
winter_rye,DK1,channel_4,0.038304218277140194,0.014067958086562844,0.06086269288218345,2017-08-26,2017-11-06,3856
winter_rye,DK1,channel_5,0.04714478581870769,0.013599476168968115,0.05793310375844201,2017-06-22,2017-08-23,3856
winter_rye,DK1,channel_6,0.05164006960779149,0.014602418522490451,0.06339878343350391,2017-06-22,2017-08-23,3856
winter_rye,DK1,channel_7,0.05437498759936007,0.01473237760993432,0.06443298369635521,2017-06-22,2017-11-06,3856
winter_rye,DK1,channel_8,0.03376612615803612,0.010343270758413063,0.05099979000957488,2017-06-22,2017-12-16,3856
winter_rye,DK1,channel_9,0.024078528074335772,0.007985700652122278,0.039031033993539826,2017-08-26,2017-12-16,3856
spring_peas,DK1,channel_0,0.03981295632680907,0.014866531187817819,0.06255492955535058,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_1,0.035798512478628725,0.014190749608399406,0.06107533030669406,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_2,0.035632489623561775,0.015707562966957855,0.06677270821941576,2017-06-22,2017-11-06,339
spring_peas,DK1,channel_3,0.0546309937740954,0.014056577837245354,0.06901278169174926,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_4,0.03963495473869502,0.014677151562243498,0.06293440649621737,2017-06-22,2017-11-06,339
spring_peas,DK1,channel_5,0.05118977057968104,0.013958450818564496,0.0697087264664416,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_6,0.05649166575928633,0.014932524870598703,0.07584069114284314,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_7,0.05960128241433753,0.014945552330253456,0.07579212930003942,2017-06-22,2017-03-24,339
spring_peas,DK1,channel_8,0.035498080901989186,0.01075784769073412,0.05747953734656126,2017-06-22,2017-12-16,339
spring_peas,DK1,channel_9,0.025411933043288308,0.009085167431390083,0.04043875562810936,2017-06-22,2017-12-16,339
spring_oat,DK1,channel_0,0.03891174908650346,0.014249558874328074,0.0617710874131157,2017-08-26,2017-03-24,1534
spring_oat,DK1,channel_1,0.034705260296997484,0.013700159976694501,0.059536670561299784,2017-08-26,2017-11-06,1534
spring_oat,DK1,channel_2,0.03515233383194462,0.01491890374611395,0.06612054903942105,2017-08-26,2017-11-06,1534
spring_oat,DK1,channel_3,0.05020674200525442,0.014665213505006774,0.06337114806310934,2017-06-22,2017-03-24,1534
spring_oat,DK1,channel_4,0.03834665211515827,0.014164223608700417,0.06148834512832109,2017-08-26,2017-11-06,1534
spring_oat,DK1,channel_5,0.04710378262754597,0.01423072350871137,0.062244031548815304,2017-06-22,2017-03-24,1534
spring_oat,DK1,channel_6,0.05186303955508079,0.015555008094317122,0.06985127828983614,2017-06-22,2017-03-24,1534
spring_oat,DK1,channel_7,0.05482935877281145,0.015648645336447806,0.07019635467348001,2017-06-22,2017-03-24,1534
spring_oat,DK1,channel_8,0.03450959219533262,0.010523631688110126,0.05363400073271989,2017-06-22,2017-12-16,1534
spring_oat,DK1,channel_9,0.024929218996801103,0.008669244001997829,0.03980531460025275,2017-08-26,2017-12-16,1534
horsebeans,DK1,channel_0,0.03816010331571015,0.014323596772459776,0.06377632285047788,2017-08-26,2017-08-23,318
horsebeans,DK1,channel_1,0.0338297412973323,0.013797208172531578,0.0614436220187857,2017-08-26,2017-08-23,318
horsebeans,DK1,channel_2,0.0339749507400089,0.014999462974956185,0.06815395009702854,2017-08-26,2017-08-23,318
horsebeans,DK1,channel_3,0.04926973792615967,0.015927192259177596,0.06312780219687651,2017-06-22,2017-11-06,318
